iter	RMSE
135	5.009964969
136	5.003009463
137	4.998266984
138	4.994372401
139	4.9906422
140	4.986022428
141	4.980615938
142	4.972481462
143	4.968353665
144	4.963360179
145	4.95776106
146	4.953846129
147	4.948580295
148	4.940201372
149	4.937695013
150	4.933656125
151	4.928221888
152	4.925122877
153	4.921476669
154	4.915680841
155	4.91047212
156	4.905620066
157	4.900195158
158	4.896496292
159	4.889367553
160	4.886216264
161	4.883651585
162	4.878494085
163	4.876156994
164	4.870890709
165	4.862460896
166	4.857975446
167	4.855183326
168	4.851328947
169	4.847893123
170	4.842567096
171	4.838321186
172	4.833090304
173	4.829315626
174	4.826274167
175	4.821895647
176	4.817366469
177	4.811870747
178	4.807001436
179	4.801726398
180	4.798963238
181	4.793803883
182	4.791295185
183	4.788053006
184	4.785245299
185	4.780853784
186	4.775858045
187	4.771218846
188	4.767060737
189	4.761533254
190	4.75555706
191	4.753067811
192	4.747971591
193	4.742907215
194	4.73992027
195	4.737048804
196	4.735070188
197	4.732530878
198	4.728900054
199	4.724047515
200	4.720885653
201	4.718054234
202	4.714487821
203	4.708797501
204	4.704762119
205	4.700979035
206	4.695931216
207	4.691392646
208	4.690087631
209	4.687009811
210	4.68294899
211	4.682352792
212	4.678595426
213	4.674392518
214	4.671772108
215	4.670872052
216	4.666873613
217	4.666738396
218	4.664367783
219	4.659953747
220	4.656017151
221	4.651843865
222	4.645936556
223	4.638153705
224	4.635909576
225	4.633386645
226	4.628586546
227	4.623804306
228	4.620325392
229	4.616241521
230	4.614053783
231	4.61165681
232	4.61004041
233	4.604889661
234	4.602074891
235	4.599710943
236	4.597210343
237	4.5949154
238	4.590662873
239	4.584760767
240	4.582357011
241	4.578283226
242	4.572903779
243	4.568654649
244	4.566686081
245	4.565020588
246	4.562591287
247	4.560232398
248	4.558053483
249	4.552468394
250	4.549442962
251	4.545692932
252	4.542136869
253	4.53986633
254	4.537244859
255	4.534302024
256	4.532107686
257	4.528447946
258	4.525553725
259	4.521962231
260	4.516913749
261	4.510224939
262	4.507881807
263	4.501946685
264	4.498530404
265	4.496389462
266	4.492618989
267	4.491850106
268	4.487509587
269	4.487149165
270	4.484850949
271	4.48311757
272	4.479473648
273	4.474662833
274	4.471831005
275	4.469203158
276	4.465532904
277	4.462274553
278	4.458141481
279	4.45309236
280	4.446807598
281	4.4433693
282	4.438876835
283	4.434912109
284	4.432577535
285	4.427865676
286	4.422188314
287	4.417710223
288	4.412861677
289	4.409501296
290	4.406526697
291	4.403760848
292	4.398764991
293	4.39282948
294	4.388764522
295	4.385382613
296	4.382658527
297	4.379914439
298	4.373650961
299	4.366188318
300	4.364485526
301	4.361817212
302	4.356347464
303	4.352836204
304	4.3509641
305	4.346302242
306	4.341317153
307	4.338146892
308	4.332765597
309	4.328970036
310	4.326880069
311	4.325827911
312	4.322099983
313	4.320356171
314	4.319401003
315	4.315703681
316	4.314043328
317	4.311196425
318	4.303763401
319	4.299199015
320	4.296369605
321	4.292842561
322	4.291449181
323	4.287580426
324	4.285030394
325	4.282817004
326	4.278230763
327	4.276333741
328	4.272267018
329	4.269112794
330	4.265898119
331	4.259732133
332	4.254809377
333	4.253563098
334	4.249997795
335	4.245410923
336	4.242469454
337	4.238608399
338	4.235646512
339	4.229894223
340	4.226661195
341	4.221464521
342	4.218735188
343	4.217870794
344	4.215424637
345	4.213743546
346	4.213163592
347	4.210395417
348	4.20748934
349	4.203388173
350	4.198575504
351	4.194030878
352	4.191349729
353	4.18647209
354	4.184862536
355	4.181109007
356	4.176988538
357	4.172557935
358	4.168468572
359	4.166491819
360	4.166182977
361	4.162748444
362	4.157659267
363	4.155828277
364	4.154108613
365	4.151935584
366	4.146808328
367	4.143872011
368	4.141650653
369	4.141086631
370	4.13668346
371	4.133522509
372	4.131703411
373	4.128783853
374	4.12640184
375	4.124308591
376	4.122896963
377	4.121776139
378	4.117244579
379	4.113960939
380	4.111839188
381	4.109752872
382	4.10956664
383	4.106179545
384	4.102238434
385	4.100954233
386	4.095869849
387	4.093641491
388	4.09128154
389	4.086134366
390	4.085645306
391	4.082370593
392	4.081295418
393	4.075760129
394	4.073365586
395	4.067932337
396	4.06669559
397	4.064107992
398	4.060478839
399	4.058822766
400	4.058008179
401	4.053362789
402	4.049969143
403	4.049271304
404	4.046927607
405	4.046291862
406	4.043532729
407	4.040890396
408	4.040732135
409	4.039475961
410	4.03569294
411	4.034188934
412	4.033288596
413	4.031079075
414	4.029418095
415	4.02531555
416	4.020754688
417	4.015410493
418	4.009873172
419	4.009000347
420	4.006055399
421	4.002558039
422	3.999605862
423	3.995756929
424	3.992851592
425	3.989511635
426	3.984602852
427	3.984146917
428	3.981354098
429	3.977613534
430	3.973416484
431	3.970560655
432	3.966162727
433	3.96325046
434	3.959734403
435	3.959054284
436	3.957536419
437	3.95739434
438	3.954924054
439	3.954600219
440	3.952773513
441	3.948905819
442	3.947554764
443	3.947392127
444	3.944860457
445	3.941309364
446	3.941198657
447	3.940875202
448	3.938492586
449	3.934835916
450	3.934229881
451	3.930129274
452	3.927315571
453	3.924111374
454	3.919302908
455	3.914529355
456	3.911762317
457	3.909386397
458	3.908446749
459	3.906412455
460	3.904552959
461	3.903570432
462	3.901915384
463	3.898294407
464	3.897768944
465	3.895463831
466	3.892639825
467	3.889873234
468	3.884142285
469	3.87923861
470	3.877435543
471	3.870311455
472	3.868147393
473	3.8660663
474	3.863616621
475	3.860993005
476	3.858884063
477	3.857454637
478	3.857114343
479	3.85439513
480	3.851969135
481	3.849832323
482	3.848101039
483	3.846424088
484	3.842915653
485	3.838867516
486	3.836523807
487	3.835718167
488	3.832382219
489	3.826962675
490	3.82126158
491	3.813805012
492	3.81144482
493	3.810974257
494	3.809348846
495	3.8077026
496	3.805847294
497	3.801329086
498	3.797179079
499	3.795281499
500	3.791692213
501	3.789867079
502	3.786102351
503	3.783342471
504	3.782179069
505	3.779907799
506	3.779791455
507	3.77797206
508	3.774805004
509	3.771116174
510	3.769213521
511	3.764581136
512	3.762805764
513	3.762453419
514	3.760332529
515	3.760213339
516	3.756734109
517	3.755039939
518	3.752113597
519	3.750368722
520	3.749513238
521	3.748864002
522	3.745804979
523	3.744260256
524	3.742087187
525	3.738900085
526	3.736744758
527	3.735228735
528	3.734145325
529	3.729741928
530	3.728280343
531	3.724362759
532	3.722532493
533	3.721303606
534	3.720537124
535	3.719461885
536	3.717910217
537	3.717236843
538	3.715218094
539	3.713100312
540	3.712354529
541	3.708985907
542	3.706509687
543	3.699000688
544	3.696426892
545	3.696158582
546	3.694492039
547	3.690818351
548	3.687480332
549	3.684270723
550	3.681696534
551	3.674215772
552	3.672457143
553	3.671534591
554	3.668219324
555	3.666330859
556	3.664754173
557	3.661705047
558	3.66012243
559	3.657057937
560	3.655292259
561	3.654604058
562	3.652962002
563	3.649323519
564	3.647963107
565	3.645208882
566	3.643668675
567	3.642090561
568	3.640414783
569	3.636778907
570	3.635873412
571	3.63368745
572	3.632588945
573	3.628815693
574	3.628148715
575	3.625599864
576	3.624110314
577	3.622463608
578	3.61846576
579	3.615243638
580	3.614717733
581	3.612203631
582	3.610083951
583	3.60788511
584	3.606265671
585	3.604673092
586	3.600871919
587	3.600505327
588	3.598767837
589	3.598212714
590	3.597176632
591	3.59575692
592	3.593422437
593	3.592828132
594	3.592629883
595	3.590161813
596	3.588768966
597	3.585912197
598	3.583073263
599	3.582791067
600	3.582724381
601	3.580603002
602	3.578910881
603	3.575993752
604	3.574275113
605	3.57297294
606	3.571578559
607	3.569094516
608	3.567833073
609	3.566369389
610	3.563850074
611	3.56071144
612	3.557223358
613	3.557147839
614	3.555931819
615	3.555188746
616	3.554022289
617	3.550666211
618	3.54922017
619	3.54461785
620	3.542785747
621	3.541454263
622	3.536989
623	3.53337945
624	3.531979794
625	3.530985295
626	3.529862525
627	3.528506293
628	3.525789639
629	3.522923495
630	3.519928175
631	3.516902596
632	3.516681214
633	3.514849164
634	3.514494611
635	3.513158466
636	3.509662802
637	3.505048658
638	3.502707684
639	3.501119267
640	3.49885888
641	3.497769335
642	3.496738822
643	3.49425826
644	3.49301067
645	3.491486325
646	3.489225097
647	3.48848933
648	3.487028595
649	3.485821611
650	3.484708533
651	3.484412821
652	3.482311406
653	3.478405804
654	3.476019745
655	3.474759647
656	3.471026547
657	3.46866275
658	3.468044006
659	3.46320986
660	3.460964555
661	3.458581455
662	3.456360867
663	3.454916888
664	3.452934568
665	3.449120822
666	3.447708598
667	3.44580054
668	3.444398484
669	3.441097435
670	3.437476109
671	3.436535116
672	3.435283497
673	3.432183359
674	3.430855488
675	3.428777103
676	3.427319563
677	3.425964304
678	3.422928674
679	3.42116074
680	3.418298336
681	3.418034965
682	3.416602445
683	3.415537895
684	3.413543221
685	3.412333366
686	3.411936894
687	3.40982043
688	3.405092919
689	3.402352657
690	3.400168991
691	3.399278212
692	3.393790222
693	3.390539196
694	3.389359095
695	3.386136885
696	3.384734425
697	3.382950037
698	3.379359146
699	3.377606241
700	3.375710361
701	3.374525719
702	3.373019825
703	3.372021641
704	3.370075763
705	3.368163174
706	3.365506362
707	3.364580566
708	3.362863694
709	3.360968739
710	3.359904683
711	3.359014011
712	3.356325731
713	3.353819613
714	3.352784583
715	3.351480402
716	3.348773706
717	3.347653207
718	3.346838962
719	3.345955129
720	3.34583051
721	3.344994465
722	3.343312032
723	3.340374956
724	3.339048835
725	3.337212123
726	3.33447204
727	3.333557134
728	3.3318539
729	3.33097549
730	3.33072381
731	3.328479718
732	3.32551173
733	3.324149897
734	3.322883576
735	3.32137142
736	3.321017246
737	3.316084757
738	3.314669262
739	3.314191769
740	3.312689767
741	3.311983841
742	3.31091079
743	3.309488946
744	3.306068096
745	3.305408323
746	3.301834093
747	3.301322026
748	3.299065007
749	3.29737918
750	3.29558897
751	3.294701159
752	3.293556417
753	3.293331292
754	3.292282782
755	3.289871942
756	3.285006461
757	3.282396248
758	3.280989782
759	3.278384435
760	3.275643171
761	3.274615749
762	3.273615424
763	3.272620058
764	3.270289086
765	3.265096067
766	3.262803421
767	3.261926674
768	3.258226124
769	3.257010833
770	3.255584612
771	3.255407563
772	3.255077671
773	3.254658241
774	3.254046249
775	3.252380088
776	3.251195535
777	3.250834086
778	3.249793281
779	3.248331783
780	3.247650772
781	3.246841265
782	3.244030545
783	3.241795761
784	3.240014273
785	3.237623408
786	3.236364844
787	3.235099345
788	3.234081112
789	3.232753974
790	3.228293947
791	3.226898116
792	3.225105602
793	3.223850599
794	3.22349139
795	3.219203919
796	3.215496123
797	3.213414812
798	3.21157878
799	3.210053401
800	3.207001858
801	3.206631385
802	3.205791052
803	3.203955302
804	3.200622403
805	3.196381451
806	3.193022947
807	3.191094901
808	3.190943187
809	3.189677022
810	3.188810788
811	3.185962648
812	3.183506909
813	3.181952838
814	3.179397185
815	3.177607023
816	3.176452417
817	3.171400467
818	3.170051422
819	3.167866393
820	3.167703435
821	3.167386433
822	3.166603882
823	3.164393332
824	3.162550891
825	3.157576881
826	3.156390515
827	3.153183331
828	3.151572279
829	3.150127268
830	3.150080617
831	3.148324325
832	3.146026348
833	3.144777564
834	3.141893159
835	3.141718323
836	3.140295347
837	3.138238172
838	3.137822742
839	3.136412767
840	3.135037052
841	3.132922761
842	3.130650463
843	3.127823338
844	3.126883539
845	3.126836816
846	3.123974374
847	3.123785071
848	3.119122648
849	3.117253882
850	3.112960979
851	3.111108556
852	3.110171285
853	3.109120725
854	3.108519402
855	3.105179243
856	3.102744243
857	3.102445273
858	3.101336238
859	3.100712087
860	3.098582058
861	3.097830506
862	3.097085336
863	3.096122389
864	3.09464427
865	3.093654753
866	3.093577565
867	3.092705753
868	3.091935676
869	3.090683256
870	3.089407367
871	3.087214908
872	3.084874675
873	3.084060443
874	3.083912624
875	3.081732786
876	3.081615059
877	3.080414788
878	3.079409987
879	3.07707986
880	3.075555047
881	3.074115279
882	3.072984311
883	3.072780349
884	3.072046378
885	3.071942071
886	3.069711371
887	3.069313196
888	3.067559144
889	3.066129348
890	3.065655874
891	3.065370795
892	3.063874728
893	3.062712777
894	3.061197207
895	3.060406632
896	3.059210006
897	3.054615664
898	3.053755553
899	3.05166988
900	3.050350298
901	3.046277812
902	3.04563463
903	3.044281439
904	3.043239751
905	3.041547845
906	3.040789884
907	3.040152207
908	3.039325438
909	3.036260528
910	3.034391531
911	3.033321602
912	3.029039645
913	3.028789197
914	3.027919363
915	3.02774705
916	3.027129222
917	3.02415902
918	3.023651783
919	3.021777878
920	3.019888607
921	3.017876834
922	3.01739708
923	3.016760289
924	3.015965436
925	3.015359902
926	3.013143505
927	3.012989092
928	3.012116797
929	3.011212025
930	3.010799405
931	3.010338034
932	3.008783061
933	3.007713209
934	3.007625191
935	3.005114484
936	3.002238511
937	3.000332637
938	2.998328429
939	2.997448507
940	2.993589468
941	2.991181181
942	2.990956297
943	2.987803957
944	2.987661982
945	2.9859935
946	2.983669829
947	2.983365155
948	2.980856695
949	2.980805273
950	2.980253686
951	2.976185713
952	2.974561307
953	2.973227017
954	2.972841411
955	2.972073668
956	2.97066126
957	2.970116424
958	2.96763427
959	2.96664393
960	2.964843894
961	2.963977938
962	2.962763084
963	2.961452252
964	2.957408646
965	2.956621612
966	2.956321839
967	2.955382028
968	2.954559447
969	2.950790381
970	2.948018988
971	2.947251499
972	2.946871886
973	2.945555183
974	2.944771536
975	2.941095528
976	2.940511559
977	2.936908295
978	2.935656624
979	2.93449963
980	2.933308915
981	2.933174133
982	2.929400073
983	2.928794524
984	2.927083349
985	2.925795086
986	2.924570392
987	2.923975743
988	2.923046837
989	2.922344111
990	2.918145613
991	2.917352181
992	2.91633007
993	2.914437902
994	2.911478727
995	2.910686012
996	2.909714532
997	2.908169457
998	2.907373732
999	2.906440444
